ID,SchoolID,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_20,Q1_21,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,drink,smoke,school_M,age
3171,11510820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,12
3189,11510820,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,12
3214,11510539,0,1,1,0,1,1,1,1,1,0,0,1,2,0,1,0,2,0,0,1,0,1,0,2,1,2,1,0,1,2,1,0,1,0,0,0,0,1,0,0,2,1,1,1,2,11
3216,11510539,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2,0,0,2,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,11
3219,11510539,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,11
3233,30830286,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,2,2,3,1,1,0,0,0,0,0,0,0,2,0,3,0,1,1,2,17
3243,30830286,1,1,0,1,1,0,1,1,1,1,2,0,0,1,1,0,0,0,0,1,0,2,0,3,2,2,1,2,3,0,3,0,1,2,0,0,0,1,3,0,0,0,1,1,2,17
3248,30830286,1,0,1,1,0,0,1,0,1,1,1,1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,17
3251,30830286,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,17
3256,30830286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,17
3281,20120338,0,1,0,1,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,14
3283,20120338,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,14
3287,20120338,0,1,1,0,1,1,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,14
3288,20120338,2,2,1,0,1,0,2,1,1,1,2,0,0,0,0,1,1,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,14
3294,30130247,2,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,2,4,1,4,17
3297,30130247,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,17
3310,30130247,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,17
3319,42000066,0,0,2,0,1,0,1,0,1,0,0,0,1,2,1,0,3,0,0,0,0,1,0,0,2,3,2,0,2,3,3,0,0,2,0,0,0,2,2,0,0,0,4,1,3,16
3333,42000066,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,4,16
3350,21420201,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,13
3374,20320363,1,3,3,1,3,3,3,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,14
3409,31530324,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,17
3419,31530324,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,17
3424,41540185,1,0,2,3,2,3,1,3,3,3,3,2,1,0,1,0,1,1,1,1,3,1,0,0,0,2,2,2,3,1,2,1,0,2,2,0,2,3,3,0,1,3,1,1,1,17
3431,41540185,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,1,3,17
3434,41540185,1,1,0,2,1,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,3,17
3456,30230437,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,18
3458,30230437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,4,18
3470,30230437,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,18
3472,30230437,1,0,0,1,0,1,1,1,1,0,2,2,0,3,1,1,1,0,0,1,0,1,2,1,1,0,2,2,1,0,2,0,3,1,0,0,0,1,1,0,0,2,1,1,3,18
3477,30230437,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,4,4,2,18
3486,40240244,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,4,2,3,18
3496,40240244,0,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,1,1,2,2,0,0,2,1,0,0,0,0,0,0,1,2,4,4,3,18
3499,40240244,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,3,18
3503,40240244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,18
3513,31530496,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,1,0,1,0,0,0,0,1,2,0,1,2,1,2,0,0,0,1,0,0,1,1,0,0,0,1,1,2,18
3515,31530496,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,18
3516,31530496,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,18
3554,41540088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,16
3575,30530112,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,16
3589,30530112,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,2,2,1,3,16
3604,30530112,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,16
3608,30530112,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,0,0,1,1,0,1,2,1,1,0,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,16
3621,11210517,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,1,0,2,0,0,2,1,1,0,1,0,1,0,0,3,0,1,3,1,1,4,11
3628,11210517,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11
3641,11210517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11
3659,21220635,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,3,15
3661,21220635,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,15
3666,21220635,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,15
3669,21220635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,15
3675,21220635,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,15
3693,11210798,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,12
3702,11210798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,4,12
3726,20520373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,14
3727,20520373,1,1,1,1,0,0,2,0,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,14
3736,20520373,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,3,1,1,3,14
3747,20520373,0,0,1,3,0,3,1,0,1,0,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,2,1,1,3,14
3790,41240271,0,1,2,0,1,1,1,0,1,0,1,1,2,1,1,1,2,0,0,0,2,1,0,0,2,2,2,2,1,2,1,0,2,1,0,0,0,1,0,0,1,1,4,4,2,18
3791,41240271,1,0,0,1,0,1,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,1,1,0,1,2,2,1,1,2,3,1,0,1,1,1,2,1,1,0,0,0,4,1,1,18
3796,41240271,0,2,2,0,0,2,1,1,0,0,0,1,1,2,0,1,1,0,1,1,0,1,1,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,2,4,4,4,18
3802,41240271,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,2,1,0,1,1,1,0,0,1,0,0,1,2,2,1,2,18
3817,11210248,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,10
3827,11210248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,10
3834,11210248,1,1,0,1,0,3,1,2,1,0,1,0,1,3,0,2,2,0,0,1,0,1,1,1,1,1,1,2,1,1,0,0,1,0,1,1,1,0,2,0,0,2,3,1,1,10
3836,40540060,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,16
3839,40540060,1,0,0,0,1,1,2,2,0,1,1,2,0,0,0,0,1,0,0,0,0,1,1,2,0,1,1,1,0,2,1,0,0,1,0,0,0,1,1,0,3,3,4,4,3,16
3841,40540060,1,1,0,1,0,0,2,0,1,0,0,0,1,1,2,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1,2,16
3844,40540060,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,16
3846,40540060,0,1,0,1,1,1,1,2,1,0,1,0,0,1,1,0,1,0,2,0,0,1,1,1,0,0,1,1,2,1,0,0,2,1,0,0,0,0,1,0,2,1,2,1,4,16
3849,40540060,0,0,0,0,1,1,0,0,3,0,1,0,0,0,1,0,1,2,3,0,0,2,1,2,1,3,3,3,3,0,2,2,1,2,2,2,2,2,1,9,3,3,4,4,3,16
3856,40540060,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,3,1,1,3,16
3874,40740065,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,16
3886,40740065,0,2,0,0,0,2,3,1,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3,2,2,0,0,0,0,3,0,0,2,0,0,3,0,0,0,1,1,3,16
3898,30730119,1,0,9,9,1,0,1,1,1,0,1,0,1,0,1,1,2,1,0,1,1,0,1,2,1,1,1,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,1,1,3,16
3905,30730119,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16
3920,30730119,3,3,2,2,3,1,2,1,2,0,2,3,2,2,2,1,2,2,0,2,0,2,3,0,2,2,1,1,2,3,2,2,1,2,2,1,2,2,1,1,1,1,2,4,3,16
3929,40340054,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,16
3947,40340054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,16
3975,40340152,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,17
3980,40340152,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,17
4018,31430160,0,0,2,1,0,1,0,1,1,0,2,0,1,1,1,1,2,1,1,0,0,1,1,1,1,0,2,0,1,1,1,0,1,0,0,0,0,1,2,2,0,1,2,1,1,16
4019,31430160,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,4,16
4033,11410528,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,11
4034,11410528,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,3,11
4035,11410528,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,4,11
4036,11410528,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,11
4086,21420642,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,4,1,3,15
4089,21420642,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,1,0,1,1,2,15
4101,21520436,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,3,1,1,3,1,1,1,0,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,2,2,4,14
4111,21520436,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,2,2,1,1,0,1,1,0,1,2,2,1,1,1,0,0,1,1,1,1,2,0,0,0,1,1,2,1,14
4143,30730282,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,2,2,2,1,2,2,1,3,1,1,1,2,1,2,3,1,0,1,0,1,1,1,17
4158,31530164,1,0,0,0,1,0,0,0,1,0,2,2,1,0,0,1,1,2,3,3,3,3,1,3,0,0,3,3,0,2,0,0,3,1,3,2,0,0,0,3,1,0,3,1,4,16
4176,31530164,1,1,1,2,1,2,2,2,2,1,1,1,2,3,1,0,3,2,0,1,0,3,3,2,1,3,3,3,2,1,2,2,1,1,2,3,1,3,3,2,3,2,2,1,3,16
4196,32000026,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,16
4210,32000026,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,3,16
4218,32000026,1,0,1,2,1,3,1,0,3,0,2,1,2,1,1,0,3,0,0,1,0,1,0,0,3,2,3,1,0,1,1,0,0,0,0,0,0,1,2,0,0,1,4,1,3,16
4232,40240051,1,2,1,1,1,1,1,3,1,0,1,1,1,2,1,0,1,0,0,0,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,16
4244,40240051,2,1,0,2,0,0,0,0,1,2,3,0,0,1,1,1,2,3,1,2,0,1,2,2,2,2,3,2,2,3,3,3,3,3,3,1,3,2,2,3,3,1,1,1,2,16
4245,40240051,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,16
4273,40740257,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,18
4284,40740257,1,1,0,1,2,2,1,1,1,0,1,0,2,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,1,1,0,3,2,0,0,0,0,1,0,1,2,4,4,3,18
4301,40740161,0,1,1,2,1,1,2,3,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,2,1,0,0,2,1,1,0,0,0,0,0,0,3,4,4,2,17
4306,40740161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,17
4310,40740161,0,1,0,1,0,1,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,17
4321,20820392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,14
4324,20820392,0,1,1,1,1,1,2,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,14
4327,20820392,1,1,2,1,0,1,1,0,2,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,2,3,1,0,1,3,1,3,0,0,1,1,0,2,3,0,0,3,3,1,1,14
4330,20820392,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,3,2,1,1,4,14
4332,20820392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,14
4336,20820392,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3,14
4340,20820392,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,14
4341,20820392,0,1,1,1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,14
4342,20820392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,14
4365,10410450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11
4372,10410450,2,1,0,3,0,2,3,2,2,1,3,2,3,3,0,1,1,2,1,1,2,2,3,1,3,3,3,1,2,3,3,1,1,2,3,3,3,3,3,1,2,1,1,1,2,11
4405,30130428,2,3,3,2,2,1,1,2,2,3,1,1,2,0,1,0,2,2,0,0,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,0,9,1,3,0,3,1,3,2,2,18
4409,30130428,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3,18
4415,30130428,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,4,18
4422,10810752,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,12
4432,10810752,1,0,0,1,1,2,1,0,1,0,1,0,2,1,1,2,2,9,0,0,0,1,1,1,2,1,1,2,1,0,1,0,1,1,1,0,0,1,0,1,0,2,2,1,3,12
4438,10810752,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,4,12
4463,30130249,1,1,2,0,0,0,1,1,1,0,2,0,1,0,1,0,2,0,0,0,2,0,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,17
4479,30130249,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,3,17
4498,30830469,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,18
4513,30830469,1,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,18
4531,10810761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,1,3,1,1,4,12
4538,10810761,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,12
4539,10810761,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,12
4552,10810761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,12
4576,20220573,1,3,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,3,2,1,2,1,0,1,1,0,0,0,0,1,0,1,1,2,1,4,15
4579,20220573,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,15
4582,20220573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,15
4588,20220135,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,13
4623,30430444,0,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,18
4631,30430444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,18
4639,30430444,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,2,0,0,1,0,1,0,1,2,0,2,0,1,0,1,0,0,0,0,1,0,0,2,0,0,3,3,1,3,18
4642,30430444,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,4,18
4656,10810483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,11
